,total_income,pl_ratio,profit_count,loss_count,exit_count,sma,ema,sma_len,ema_len,atr_rot,year,expected
0,296153.0253308079,0.6225165562913907,188,114,75,60,190,25,10,4,2023-01-01,
0,523083.59792949574,0.6441351888667992,324,179,108,40,150,15,5,3,2023-01-01,
0,191187.97794396963,0.7264957264957265,85,32,14,60,150,40,30,3,2023-01-01,
0,370958.2371761968,0.5150684931506849,188,177,7,20,180,5,40,1,2023-01-01,
0,111153.93220419816,0.7375,59,21,28,30,160,30,25,4,2023-01-01,
0,138310.78588689212,0.6129032258064516,76,48,14,40,180,35,30,3,2023-01-01,
0,424834.3863638334,0.6077481840193705,251,162,26,50,170,20,10,2,2023-01-01,
0,349759.68616257736,0.4911764705882352,167,173,5,60,190,25,15,1,2023-01-01,
0,480719.4285774419,0.6957494407158836,311,136,164,40,150,15,5,4,2023-01-01,
0,177061.66683646632,0.8095238095238095,85,20,26,60,150,40,30,4,2023-01-01,
0,512607.8666362383,0.617816091954023,215,133,24,20,180,5,40,2,2023-01-01,
0,39617.60299373264,0.4042553191489361,38,56,7,30,160,30,30,1,2023-01-01,
0,129037.57624853468,0.6610169491525424,78,40,20,40,180,35,30,4,2023-01-01,
0,425018.4185293851,0.6675461741424802,253,126,60,50,170,20,10,3,2023-01-01,
0,440900.58358819137,0.6238805970149254,209,126,10,60,190,25,15,2,2023-01-01,
0,281222.6526243697,0.4643584521384928,228,263,18,40,150,15,10,1,2023-01-01,
0,118556.39430672133,0.4954128440366973,54,55,1,60,150,40,35,1,2023-01-01,
0,467936.03190091025,0.6813880126182965,216,101,55,20,180,5,40,3,2023-01-01,
0,140494.16109893972,0.6404494382022472,57,32,12,30,160,30,30,2,2023-01-01,
0,116325.44735645056,0.5080645161290323,63,61,4,40,180,35,35,1,2023-01-01,
0,354282.445543068,0.695906432748538,238,104,97,50,170,20,10,4,2023-01-01,
0,423137.1279973164,0.6688102893890675,208,103,34,60,190,25,15,3,2023-01-01,
0,429383.2981741796,0.5929203539823009,268,184,57,40,150,15,10,2,2023-01-01,
0,147440.33241935488,0.638095238095238,67,38,5,60,150,40,35,2,2023-01-01,
0,374294.6104107864,0.7023411371237458,210,89,73,20,180,5,40,4,2023-01-01,
0,118758.80332253632,0.6790123456790124,55,26,20,30,160,30,30,3,2023-01-01,
0,159749.46693923546,0.6198347107438017,75,46,7,40,180,35,35,2,2023-01-01,
0,274364.1334042528,0.5051813471502591,195,191,9,50,170,20,15,1,2023-01-01,
0,292237.0208653603,0.6347517730496454,179,103,63,60,190,25,15,4,2023-01-01,
0,410389.5664875506,0.6451612903225806,260,143,106,40,150,15,10,3,2023-01-01,
0,161054.9474145087,0.7216494845360825,70,27,13,60,150,40,35,3,2023-01-01,
0,381082.1153383997,0.466403162055336,236,270,9,20,180,10,5,1,2023-01-01,
0,118759.7053899018,0.7866666666666666,59,16,26,30,160,30,30,4,2023-01-01,
0,120985.89271705406,0.5964912280701754,68,46,14,40,180,35,35,3,2023-01-01,
0,377208.846102947,0.6114130434782609,225,143,27,50,170,20,15,2,2023-01-01,
0,319250.8879055654,0.4936708860759494,156,160,5,60,190,25,20,1,2023-01-01,
0,149509.92593342435,0.8160919540229885,71,16,23,60,150,40,35,4,2023-01-01,
0,393507.6381564913,0.7090395480225988,251,103,155,40,150,15,10,4,2023-01-01,
0,514656.8908961901,0.5711297071129707,273,205,37,20,180,10,5,2,2023-01-01,
0,33388.000986098436,0.4111111111111111,37,53,8,30,160,30,35,1,2023-01-01,
0,107151.80245247956,0.6481481481481481,70,38,20,40,180,35,35,4,2023-01-01,
0,376319.11569033714,0.6676557863501483,225,112,58,50,170,20,15,3,2023-01-01,
0,113120.587772814,0.5104166666666666,49,47,1,60,150,40,40,1,2023-01-01,
0,409682.1395409198,0.6193548387096774,192,118,11,60,190,25,20,2,2023-01-01,
0,236302.4619655446,0.4491725768321513,190,233,18,40,150,15,15,1,2023-01-01,
0,488248.59558056225,0.6273148148148148,271,161,83,20,180,10,5,3,2023-01-01,
0,105940.33789161364,0.4786324786324786,56,61,5,40,180,35,40,1,2023-01-01,
0,134319.37528061794,0.6436781609195402,56,31,11,30,160,30,35,2,2023-01-01,
0,309601.46039615996,0.7009966777408638,211,90,94,50,170,20,15,4,2023-01-01,
0,128518.6227707063,0.6086956521739131,56,36,5,60,150,40,40,2,2023-01-01,
0,381749.5124019597,0.6619718309859155,188,96,37,60,190,25,20,3,2023-01-01,
0,363724.4008034106,0.5989717223650386,233,156,52,40,150,15,15,2,2023-01-01,
0,392574.90481423686,0.6542553191489362,246,130,139,20,180,10,5,4,2023-01-01,
0,145066.82685623382,0.6017699115044248,68,45,9,40,180,35,40,2,2023-01-01,
0,112019.76139110178,0.6835443037974683,54,25,19,30,160,30,35,3,2023-01-01,
0,264068.1707183756,0.5076923076923077,165,160,6,50,170,20,20,1,2023-01-01,
0,140673.0156666472,0.7228915662650602,60,23,14,60,150,40,40,3,2023-01-01,
0,254531.9254963298,0.624031007751938,161,97,63,60,190,25,20,4,2023-01-01,
0,386090.7727589251,0.6495726495726496,228,123,90,40,150,15,15,3,2023-01-01,
0,358740.7732618497,0.4930875576036866,214,220,9,20,180,10,10,1,2023-01-01,
0,109918.3749541055,0.7887323943661971,56,15,27,30,160,30,35,4,2023-01-01,
0,111889.68190374709,0.5688073394495413,62,47,13,40,180,35,40,3,2023-01-01,
0,343643.6961256982,0.6064516129032258,188,122,21,50,170,20,20,2,2023-01-01,
0,134929.62396927702,0.8051948051948052,62,15,20,60,150,40,40,4,2023-01-01,
0,298333.5086788736,0.4982935153583617,146,147,4,60,190,25,25,1,2023-01-01,
0,362090.6405898228,0.7281553398058253,225,84,132,40,150,15,15,4,2023-01-01,
0,481929.4912663336,0.5815085158150851,239,172,32,20,180,10,10,2,2023-01-01,
0,42135.27418674728,0.4367816091954023,38,49,7,30,160,30,40,1,2023-01-01,
0,100874.64256344154,0.6213592233009708,64,39,19,40,180,35,40,4,2023-01-01,
0,329409.6832550544,0.6514084507042254,185,99,47,50,170,20,20,3,2023-01-01,
0,591584.6566364174,0.4797913950456323,368,399,18,60,160,5,5,1,2023-01-01,
0,392703.95022704464,0.6306620209059234,181,106,10,60,190,25,25,2,2023-01-01,
0,222531.7173438236,0.4625668449197861,173,201,15,40,150,15,20,1,2023-01-01,
0,423425.0754757197,0.6351351351351351,235,135,73,20,180,10,10,3,2023-01-01,
0,172153.23655527615,0.558282208588957,91,72,7,40,180,40,5,1,2023-01-01,
0,138939.94121668724,0.6666666666666666,56,28,10,30,160,30,40,2,2023-01-01,
0,260814.13677213504,0.6865079365079365,173,79,79,50,170,20,20,4,2023-01-01,
0,361394.2167717392,0.6692015209125475,176,87,34,60,190,25,25,3,2023-01-01,
0,751074.8827647711,0.6124137931034482,444,281,60,60,160,5,5,2,2023-01-01,
0,347395.42569581885,0.5958702064896755,202,137,50,40,150,15,20,2,2023-01-01,
0,338166.91680628696,0.6646525679758308,220,111,112,20,180,10,10,4,2023-01-01,
0,191063.41714252555,0.6335403726708074,102,59,9,40,180,40,5,2,2023-01-01,
0,115123.3218522362,0.6973684210526315,53,23,18,30,160,30,40,3,2023-01-01,
0,262289.8219818948,0.5173611111111112,149,139,6,50,170,20,25,1,2023-01-01,
0,235119.75599872944,0.6348547717842323,153,88,56,60,190,25,25,4,2023-01-01,
0,770072.8941059214,0.6781437125748503,453,215,117,60,160,5,5,3,2023-01-01,
0,340190.324453161,0.6445182724252492,194,107,88,40,150,15,20,3,2023-01-01,
0,341504.03034654487,0.4935400516795866,191,196,9,20,180,10,15,1,2023-01-01,
0,166001.40637546408,0.6530612244897959,96,51,23,40,180,40,5,3,2023-01-01,
0,102716.1542853665,0.7941176470588235,54,14,26,30,160,30,40,4,2023-01-01,
0,326324.9563145038,0.6094890510948905,167,107,20,50,170,20,25,2,2023-01-01,
0,275914.0422133802,0.483754512635379,134,143,2,60,190,25,30,1,2023-01-01,
0,324887.2938481779,0.7386363636363636,195,69,125,40,150,15,20,4,2023-01-01,
0,699265.1126910102,0.6952861952861953,413,181,191,60,160,5,5,4,2023-01-01,
0,484813.2130835599,0.5858310626702997,215,152,29,20,180,10,15,2,2023-01-01,
0,153529.39944545343,0.6985294117647058,95,41,34,40,180,40,5,4,2023-01-01,
0,131478.1748330997,0.5424836601307189,83,70,6,30,160,35,5,1,2023-01-01,
0,323485.2316099406,0.6758893280632411,171,82,41,50,170,20,25,3,2023-01-01,
0,377437.8539312625,0.6286764705882353,171,101,7,60,190,25,30,2,2023-01-01,
0,201540.1751291867,0.4721407624633431,161,180,14,40,150,15,25,1,2023-01-01,
0,535910.2051234992,0.4969230769230769,323,327,17,60,160,5,10,1,2023-01-01,
0,419739.18107461306,0.6391437308868502,209,118,69,20,180,10,15,3,2023-01-01,
0,125300.89930804682,0.546875,70,58,6,40,180,40,10,1,2023-01-01,
0,142677.54301497145,0.6013513513513513,89,59,11,30,160,35,5,2,2023-01-01,
0,246647.06093298452,0.7043478260869566,162,68,64,50,170,20,25,4,2023-01-01,
0,333395.60423849564,0.6653386454183267,167,84,28,60,190,25,30,3,2023-01-01,
0,328628.34923313675,0.6201298701298701,191,117,47,40,150,15,25,2,2023-01-01,
0,647337.4671918314,0.6202945990180033,379,232,56,60,160,5,10,2,2023-01-01,
0,345665.21592211793,0.6732673267326733,204,99,93,20,180,10,15,4,2023-01-01,
0,151825.77311659724,0.6377952755905512,81,46,7,40,180,40,10,2,2023-01-01,
0,133169.2406791309,0.6131386861313869,84,53,22,30,160,35,5,3,2023-01-01,
0,224553.04026457417,0.532,133,117,4,50,170,20,30,1,2023-01-01,
0,229273.32898115105,0.6379310344827587,148,84,47,60,190,25,30,4,2023-01-01,
0,325416.3754567735,0.6397058823529411,174,98,83,40,150,15,25,3,2023-01-01,
0,672792.4286057092,0.6929982046678635,386,171,110,60,160,5,10,3,2023-01-01,
0,326591.5371443869,0.4986072423398329,179,180,7,20,180,10,20,1,2023-01-01,
0,125560.00964333832,0.6140350877192983,70,44,20,40,180,40,10,3,2023-01-01,
0,135548.45154910712,0.7288135593220338,86,32,41,30,160,35,5,4,2023-01-01,
0,304595.4282496377,0.6244725738396625,148,89,17,50,170,20,30,2,2023-01-01,
0,260255.77181075755,0.4826254826254826,125,134,2,60,190,25,35,1,2023-01-01,
0,306934.154188411,0.7381974248927039,172,61,122,40,150,15,25,4,2023-01-01,
0,597246.9308978631,0.7070707070707071,350,145,172,60,160,5,10,4,2023-01-01,
0,449494.48539364943,0.5953079178885631,203,138,25,20,180,10,20,2,2023-01-01,
0,102220.38362918777,0.6601941747572816,68,35,31,40,180,40,10,4,2023-01-01,
0,72532.21659634475,0.5315315315315315,59,52,5,30,160,35,10,1,2023-01-01,
0,305221.48963164305,0.6940639269406392,152,67,35,50,170,20,30,3,2023-01-01,
0,353754.5985339927,0.6274509803921569,160,95,6,60,190,25,35,2,2023-01-01,
0,183449.0925865493,0.462046204620462,140,163,15,40,150,15,30,1,2023-01-01,
0,491306.4301564864,0.5017182130584192,292,290,17,60,160,5,15,1,2023-01-01,
0,396871.2375666469,0.6493506493506493,200,108,58,20,180,10,20,3,2023-01-01,
0,110797.53424412444,0.5740740740740741,62,46,5,40,180,40,15,1,2023-01-01,
0,103078.17088185083,0.5818181818181818,64,46,6,30,160,35,10,2,2023-01-01,
0,226038.57639880292,0.7286432160804021,145,54,55,50,170,20,30,4,2023-01-01,
0,322558.5514497552,0.6680497925311203,161,80,20,60,190,25,35,3,2023-01-01,
0,282765.0971020455,0.6051660516605166,164,107,47,40,150,15,30,2,2023-01-01,
0,609255.6338852763,0.625,340,204,55,60,160,5,15,2,2023-01-01,
0,304572.3121684818,0.6725978647686833,189,92,85,20,180,10,20,4,2023-01-01,
0,136185.93123106088,0.6448598130841121,69,38,6,40,180,40,15,2,2023-01-01,
0,95368.86121883312,0.6019417475728155,62,41,13,30,160,35,10,3,2023-01-01,
0,205140.3988980984,0.5258620689655172,122,110,3,50,170,20,35,1,2023-01-01,
0,224511.65420545603,0.6428571428571429,144,80,37,60,190,25,35,4,2023-01-01,
0,284202.5911255801,0.6455696202531646,153,84,81,40,150,15,30,3,2023-01-01,
0,619895.0966217922,0.6997971602434077,345,148,106,60,160,5,15,3,2023-01-01,
0,322513.1590855045,0.5077399380804953,164,159,5,20,180,10,25,1,2023-01-01,
0,119099.65522927318,0.6464646464646465,64,35,14,40,180,40,15,3,2023-01-01,
0,95787.14262922286,0.7441860465116279,64,22,30,30,160,35,10,4,2023-01-01,
0,293629.24494295643,0.6318181818181818,139,81,15,50,170,20,35,2,2023-01-01,
0,266960.86680399824,0.4917355371900826,119,123,2,60,190,25,40,1,2023-01-01,
0,292876.8611797894,0.7536945812807881,153,50,115,40,150,15,30,4,2023-01-01,
0,567886.8198124284,0.7258426966292135,323,122,154,60,160,5,15,4,2023-01-01,
0,443413.2695417579,0.6045751633986928,185,121,22,20,180,10,25,2,2023-01-01,
0,94423.6394552112,0.6888888888888889,62,28,23,40,180,40,15,4,2023-01-01,
0,62129.735757669725,0.4883720930232558,42,44,3,30,160,35,15,1,2023-01-01,
0,294584.7741054085,0.693069306930693,140,62,33,50,170,20,35,3,2023-01-01,
0,340815.1157012726,0.6359832635983264,152,87,5,60,190,25,40,2,2023-01-01,
0,182509.93404771097,0.4761904761904761,130,143,14,40,150,15,35,1,2023-01-01,
0,457173.5741256718,0.5076335877862596,266,258,13,60,160,5,20,1,2023-01-01,
0,378761.63614646514,0.6534296028880866,181,96,51,20,180,10,25,3,2023-01-01,
0,89558.14343404982,0.5531914893617021,52,42,4,40,180,40,20,1,2023-01-01,
0,76228.69693272648,0.5714285714285714,48,36,5,30,160,35,15,2,2023-01-01,
0,221420.82326377643,0.7348066298342542,133,48,54,50,170,20,35,4,2023-01-01,
0,308473.4847242088,0.6651982378854625,151,76,17,60,190,25,40,3,2023-01-01,
0,275078.608554168,0.6337448559670782,154,89,44,40,150,15,35,2,2023-01-01,
0,555364.083553765,0.6244897959183674,306,184,47,60,160,5,20,2,2023-01-01,
0,288162.12808370637,0.6872586872586872,178,81,69,20,180,10,25,4,2023-01-01,
0,118435.22237948093,0.648936170212766,61,33,4,40,180,40,20,2,2023-01-01,
0,70930.00072300194,0.5974025974025974,46,31,12,30,160,35,15,3,2023-01-01,
0,199409.01377936924,0.5227272727272727,115,105,3,50,170,20,40,1,2023-01-01,
0,220779.96151786303,0.6462264150943396,137,75,32,60,190,25,40,4,2023-01-01,
0,283327.2436391449,0.676056338028169,144,69,74,40,150,15,35,3,2023-01-01,
0,560765.0617258075,0.6990950226244343,309,133,95,60,160,5,20,3,2023-01-01,
0,291166.82990241295,0.5067114093959731,151,147,7,20,180,10,30,1,2023-01-01,
0,96395.894237779,0.6551724137931034,57,30,11,40,180,40,20,3,2023-01-01,
0,69370.19357838004,0.7076923076923077,46,19,24,30,160,35,15,4,2023-01-01,
0,301613.20441571006,0.645933014354067,135,74,14,50,170,20,40,2,2023-01-01,
0,273696.98014734266,0.7679558011049724,139,42,106,40,150,15,35,4,2023-01-01,
0,359014.14652283525,0.5,198,198,4,60,190,30,5,1,2023-01-01,
0,517561.0626772585,0.7348484848484849,291,105,141,60,160,5,20,4,2023-01-01,
0,425392.4011745853,0.6091549295774648,173,111,21,20,180,10,30,2,2023-01-01,
0,81403.58618928526,0.6987951807228916,58,25,15,40,180,40,20,4,2023-01-01,
0,43592.96699575161,0.463768115942029,32,37,2,30,160,35,20,1,2023-01-01,
0,305091.51434800815,0.7010309278350515,136,58,29,50,170,20,40,3,2023-01-01,
0,180194.39501371657,0.4863813229571984,125,132,14,40,150,15,40,1,2023-01-01,
0,443903.45582069224,0.5948717948717949,232,158,10,60,190,30,5,2,2023-01-01,
0,452548.27635481575,0.5052631578947369,240,235,13,60,160,5,25,1,2023-01-01,
0,369543.4858143861,0.6551724137931034,171,90,44,20,180,10,30,3,2023-01-01,
0,81086.08176463569,0.5483870967741935,51,42,5,40,180,40,25,1,2023-01-01,
0,54362.53594894218,0.5223880597014925,35,32,4,30,160,35,20,2,2023-01-01,
0,215149.7356708078,0.7441860465116279,128,44,51,50,170,20,40,4,2023-01-01,
0,277529.3297997091,0.6491228070175439,148,80,43,40,150,15,40,2,2023-01-01,
0,429304.2974418572,0.6456043956043956,235,129,36,60,190,30,5,3,2023-01-01,
0,533479.0775500606,0.621867881548975,273,166,49,60,160,5,25,2,2023-01-01,
0,282812.7566186098,0.6910569105691057,170,76,59,20,180,10,30,4,2023-01-01,
0,125239.32042628748,0.6451612903225806,60,33,5,40,180,40,25,2,2023-01-01,
0,57572.69612157227,0.5737704918032787,35,26,10,30,160,35,20,3,2023-01-01,
0,304693.01651326794,0.5011764705882353,213,212,9,50,170,25,5,1,2023-01-01,
0,291139.3711431481,0.7,140,60,71,40,150,15,40,3,2023-01-01,
0,289258.98402277345,0.6128048780487805,201,127,72,60,190,30,5,4,2023-01-01,
0,546781.1375365292,0.7167919799498746,286,113,89,60,160,5,25,3,2023-01-01,
0,302033.66500819795,0.5133333333333333,154,146,5,20,180,10,35,1,2023-01-01,
0,112745.10271517892,0.6629213483146067,59,30,9,40,180,40,25,3,2023-01-01,
0,56553.44128400013,0.7254901960784313,37,14,20,30,160,35,20,4,2023-01-01,
0,445717.9769245797,0.6198547215496368,256,157,21,50,170,25,5,2,2023-01-01,
0,270858.92544743494,0.7848837209302325,135,37,99,40,150,15,40,4,2023-01-01,
0,318869.7517346209,0.5059880239520959,169,165,3,60,190,30,10,1,2023-01-01,
0,511613.8843231687,0.7513966480446927,269,89,130,60,160,5,25,4,2023-01-01,
0,430348.947345009,0.6258741258741258,179,107,19,20,180,10,35,2,2023-01-01,
0,91136.81117722685,0.6941176470588235,59,26,13,40,180,40,25,4,2023-01-01,
0,37993.292995596436,0.453125,29,35,4,30,160,35,25,1,2023-01-01,
0,464157.55041597405,0.6786632390745502,264,125,45,50,170,25,5,3,2023-01-01,
0,359067.2465781105,0.4990059642147117,251,252,14,40,150,20,5,1,2023-01-01,
0,401910.5897559406,0.599388379204893,196,131,10,60,190,30,10,2,2023-01-01,
0,487217.2818063828,0.5409090909090909,238,202,13,60,160,5,30,1,2023-01-01,
0,376604.79334233224,0.6653992395437263,175,88,42,20,180,10,35,3,2023-01-01,
0,70526.87073959291,0.5172413793103449,45,42,4,40,180,40,30,1,2023-01-01,
0,72547.42167478558,0.5555555555555556,35,28,5,30,160,35,25,2,2023-01-01,
0,396932.4873539933,0.7058823529411765,252,105,77,50,170,25,5,4,2023-01-01,
0,489201.3416185095,0.6085106382978723,286,184,47,40,150,20,5,2,2023-01-01,
0,368270.0398090258,0.6402640264026402,194,109,34,60,190,30,10,3,2023-01-01,
0,539343.9593132691,0.6432038834951457,265,147,41,60,160,5,30,2,2023-01-01,
0,288250.902718281,0.6895161290322581,171,77,57,20,180,10,35,4,2023-01-01,
0,115203.68900168197,0.6206896551724138,54,33,4,40,180,40,30,2,2023-01-01,
0,76681.28935945254,0.6140350877192983,35,22,11,30,160,35,25,3,2023-01-01,
0,271832.762834601,0.493368700265252,186,191,8,50,170,25,10,1,2023-01-01,
0,249185.5891811574,0.6007326007326007,164,109,64,60,190,30,10,4,2023-01-01,
0,476875.95218133467,0.6627634660421545,283,144,90,40,150,20,5,3,2023-01-01,
0,527731.3613103201,0.7372654155495979,275,98,80,60,160,5,30,3,2023-01-01,
0,298626.12864465197,0.5223367697594502,152,139,4,20,180,10,40,1,2023-01-01,
0,98911.4507165958,0.6428571428571429,54,30,7,40,180,40,30,3,2023-01-01,
0,73083.08994727032,0.7959183673469388,39,10,19,30,160,35,25,4,2023-01-01,
0,398470.9387594859,0.6219178082191781,227,138,20,50,170,25,10,2,2023-01-01,
0,284074.7495375095,0.4901315789473684,149,155,3,60,190,30,15,1,2023-01-01,
0,432528.7735392961,0.7131578947368421,271,109,137,40,150,20,5,4,2023-01-01,
0,494431.414957787,0.7603550295857988,257,81,115,60,160,5,30,4,2023-01-01,
0,435663.0547390691,0.6344086021505376,177,102,16,20,180,10,40,2,2023-01-01,
0,83487.63899620573,0.6790123456790124,55,26,10,40,180,40,30,4,2023-01-01,
0,40322.10966516952,0.4838709677419355,30,32,4,30,160,35,30,1,2023-01-01,
0,399995.3246284453,0.6812865497076024,233,109,43,50,170,25,10,3,2023-01-01,
0,371214.50231366104,0.6053511705685619,181,118,8,60,190,30,15,2,2023-01-01,
0,272100.85469906,0.4914841849148418,202,209,15,40,150,20,10,1,2023-01-01,
0,430110.327106618,0.5288220551378446,211,188,13,60,160,5,35,1,2023-01-01,
0,381887.2237221557,0.6782945736434108,175,83,37,20,180,10,40,3,2023-01-01,
0,60916.76473496491,0.4756097560975609,39,43,4,40,180,40,35,1,2023-01-01,
0,74883.33228551928,0.5737704918032787,35,26,5,30,160,35,30,2,2023-01-01,
0,330307.97368278715,0.7051282051282052,220,92,73,50,170,25,10,4,2023-01-01,
0,353792.05955453974,0.6474820143884892,180,98,29,60,190,30,15,3,2023-01-01,
0,389408.1917329533,0.6052631578947368,230,150,46,40,150,20,10,2,2023-01-01,
0,483144.62279890606,0.6300268096514745,235,138,39,60,160,5,35,2,2023-01-01,
0,106339.13904000662,0.6219512195121951,51,31,4,40,180,40,35,2,2023-01-01,
0,291365.8687268405,0.6995884773662552,170,73,52,20,180,10,40,4,2023-01-01,
0,79685.88913878714,0.6363636363636364,35,20,11,30,160,35,30,3,2023-01-01,
0,250482.6847092675,0.5089285714285714,171,165,8,50,170,25,15,1,2023-01-01,
0,248305.2849859853,0.6181102362204725,157,97,53,60,190,30,15,4,2023-01-01,
0,374684.2639716985,0.672566371681416,228,111,87,40,150,20,10,3,2023-01-01,
0,485989.2433303917,0.7396449704142012,250,88,74,60,160,5,35,3,2023-01-01,
0,93738.1848022014,0.6455696202531646,51,28,7,40,180,40,35,3,2023-01-01,
0,77532.20341534409,0.8297872340425532,39,8,19,30,160,35,30,4,2023-01-01,
0,289663.3369061181,0.4716981132075472,200,224,9,20,180,15,5,1,2023-01-01,
0,353529.1818154608,0.6304347826086957,203,119,22,50,170,25,15,2,2023-01-01,
0,255258.23976150437,0.491103202846975,138,143,3,60,190,30,20,1,2023-01-01,
0,354205.7991124937,0.7348993288590604,219,79,128,40,150,20,10,4,2023-01-01,
0,457540.26982123655,0.7687296416938111,236,71,105,60,160,5,35,4,2023-01-01,
0,78612.79865189255,0.6842105263157895,52,24,10,40,180,40,35,4,2023-01-01,
0,24921.278908872475,0.4666666666666667,28,32,4,30,160,35,35,1,2023-01-01,
0,450135.01987520594,0.5696517412935324,229,173,31,20,180,15,5,2,2023-01-01,
0,356281.46620172437,0.6854304635761589,207,95,42,50,170,25,15,3,2023-01-01,
0,340815.0066407977,0.6,165,110,9,60,190,30,20,2,2023-01-01,
0,227365.52926285667,0.4732394366197183,168,187,14,40,150,20,15,1,2023-01-01,
0,425286.3886849554,0.5399449035812672,196,167,13,60,160,5,40,1,2023-01-01,
0,51856.7503610721,0.4473684210526316,34,42,5,40,180,40,40,1,2023-01-01,
0,66963.95580938186,0.559322033898305,33,26,5,30,160,35,35,2,2023-01-01,
0,439655.4511947822,0.6274509803921569,224,133,76,20,180,15,5,3,2023-01-01,
0,289804.5768711889,0.7142857142857143,195,78,71,50,170,25,15,4,2023-01-01,
0,315222.94152728195,0.6403162055335968,162,91,31,60,190,30,20,3,2023-01-01,
0,330148.9532705215,0.6085626911314985,199,128,42,40,150,20,15,2,2023-01-01,
0,463151.0973619037,0.6458333333333334,217,119,40,60,160,5,40,2,2023-01-01,
0,93750.57365500391,0.5789473684210527,44,32,5,40,180,40,40,2,2023-01-01,
0,71628.42393896222,0.6226415094339622,33,20,11,30,160,35,35,3,2023-01-01,
0,344319.04373451095,0.6448598130841121,207,114,112,20,180,15,5,4,2023-01-01,
0,240087.38145097185,0.5,141,141,6,50,170,25,20,1,2023-01-01,
0,210548.28878554277,0.6043478260869565,139,91,54,60,190,30,20,4,2023-01-01,
0,352532.9577595652,0.6756756756756757,200,96,73,40,150,20,15,3,2023-01-01,
0,470202.9836617741,0.7656765676567657,232,71,73,60,160,5,40,3,2023-01-01,
0,85704.73784125844,0.6133333333333333,46,29,6,40,180,40,40,3,2023-01-01,
0,76271.01818608814,0.8260869565217391,38,8,18,30,160,35,35,4,2023-01-01,
0,263763.87392944016,0.4958677685950413,180,183,9,20,180,15,10,1,2023-01-01,
0,330612.62757435243,0.6309963099630996,171,100,17,50,170,25,20,2,2023-01-01,
0,236448.08021612588,0.4980842911877394,130,131,2,60,190,30,25,1,2023-01-01,
0,324523.43169541797,0.7576923076923077,197,63,109,40,150,20,15,4,2023-01-01,
0,424005.03101658606,0.7963636363636364,219,56,101,60,160,5,40,4,2023-01-01,
0,73196.80456149983,0.6527777777777778,47,25,9,40,180,40,40,4,2023-01-01,
0,26131.974575419492,0.4745762711864407,28,31,4,30,160,35,40,1,2023-01-01,
0,418636.8862047569,0.5809248554913294,201,145,26,20,180,15,10,2,2023-01-01,
0,314830.78312241356,0.6666666666666666,170,85,33,50,170,25,20,3,2023-01-01,
0,326231.3517411468,0.6181102362204725,157,97,9,60,190,30,25,2,2023-01-01,
0,214744.7431771836,0.4903225806451612,152,158,11,40,150,20,20,1,2023-01-01,
0,520260.8646113743,0.4665718349928876,328,375,14,60,160,10,5,1,2023-01-01,
0,379104.3911670018,0.4592030360531309,242,285,15,40,190,5,5,1,2023-01-01,
0,67013.22797522938,0.5689655172413793,33,25,5,30,160,35,40,2,2023-01-01,
0,378513.6532718136,0.6221498371335505,191,116,65,20,180,15,10,3,2023-01-01,
0,244155.07653639076,0.6986899563318777,160,69,59,50,170,25,20,4,2023-01-01,
0,297129.02087660227,0.6452991452991453,151,83,29,60,190,30,25,3,2023-01-01,
0,316780.02017754136,0.6142857142857143,172,108,41,40,150,20,20,2,2023-01-01,
0,696249.1754624231,0.6167664670658682,412,256,49,60,160,10,5,2,2023-01-01,
0,510607.0021618304,0.5808383233532934,291,210,41,40,190,5,5,2,2023-01-01,
0,71406.70891882383,0.6346153846153846,33,19,11,30,160,35,40,3,2023-01-01,
0,287810.7004099123,0.6431095406360424,182,101,89,20,180,15,10,4,2023-01-01,
0,238920.80096791912,0.5058823529411764,129,126,6,50,170,25,25,1,2023-01-01,
0,197878.6287526327,0.6232558139534884,134,81,48,60,190,30,25,4,2023-01-01,
0,309287.2045829822,0.6746031746031746,170,82,69,40,150,20,20,3,2023-01-01,
0,699907.2167333615,0.6791530944625407,417,197,103,60,160,10,5,3,2023-01-01,
0,74737.72233588365,0.8222222222222222,37,8,18,30,160,35,40,4,2023-01-01,
0,521304.2290972417,0.6393088552915767,296,167,79,40,190,5,5,3,2023-01-01,
0,262837.7629152507,0.4908536585365853,161,167,9,20,180,15,15,1,2023-01-01,
0,310578.3052744351,0.6311475409836066,154,90,17,50,170,25,25,2,2023-01-01,
0,216100.90238164284,0.4798387096774194,119,129,1,60,190,30,30,1,2023-01-01,
0,291733.4180382014,0.7727272727272727,170,50,101,40,150,20,20,4,2023-01-01,
0,635911.0042599927,0.6998158379373849,380,163,174,60,160,10,5,4,2023-01-01,
0,87621.92348395503,0.5882352941176471,50,35,3,30,160,40,5,1,2023-01-01,
0,432146.2758276475,0.6674641148325359,279,139,124,40,190,5,5,4,2023-01-01,
0,417541.31632482226,0.5846645367412141,183,130,24,20,180,15,15,2,2023-01-01,
0,308168.7373752755,0.6896551724137931,160,72,29,50,170,25,25,3,2023-01-01,
0,313320.569695059,0.6131687242798354,149,94,6,60,190,30,30,2,2023-01-01,
0,194678.90071597105,0.505338078291815,142,139,10,40,150,20,25,1,2023-01-01,
0,496234.7561544333,0.4834437086092715,292,312,12,60,160,10,10,1,2023-01-01,
0,84603.99429383989,0.6385542168674698,53,30,5,30,160,40,5,2,2023-01-01,
